NDB_No,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),Manganese_(mg),Selenium_(µg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(µg),Folic_Acid_(µg),Food_Folate_(µg),Folate_DFE_(µg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_A_IU,Vit_A_RAE,Retinol_(µg),Alpha_Carot_(µg),Beta_Carot_(µg),Beta_Crypt_(µg),Lycopene_(µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_D_µg,Vit_D_IU,Vit_K_(µg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg)
1028,"REFRIED BNS,CND,TRADITIONAL STYLE (INCLUDES USDA COMMODITY)",77.75,90,4.98,2.01,1.71,13.55,3.7,0.54,29,1.44,35,92,319,370,0.58,0.129,0.289,5.8,6,0.076,0.079,0.367,0.189,0.103,11,0,11,11,21.2,0,0,0,0,0,0,0,0,0,0.09,0,0,2.1,0.631,0.601,0.543,0
1029,"BACON,MEATLESS",48.98,309,11.69,29.52,4.5,5.31,2.6,0,23,2.41,19,70,170,1465,0.42,0.105,0.205,7.4,0,4.4,0.481,7.56,0.113,0.479,42,0,42,42,45,0,88,4,0,0,53,0,0,0,6.9,0,0,0,4.622,7.095,15.441,0
1030,"MEAT EXTENDER",7.48,311,41.71,2.97,13.13,34.71,17.5,,204,11.99,216,639,1902,10,2.21,0.304,0.271,7.4,0,0.702,0.891,22.021,1.492,1.336,198,0,198,198,,6,32,2,0,,,,,,,0,0,,0.424,0.648,1.657,0
1031,"SAUSAGE,MEATLESS",50.4,255,20.28,18.16,3.07,8.09,2.8,0,63,3.72,36,225,231,888,1.46,0.25,0.725,7.4,0,2.343,0.402,11.195,0.323,0.828,26,0,26,26,69.7,0,0,0,0,0,0,0,0,0,2.1,0,0,0,2.926,4.498,9.279,0
1032,"SOYBEANS,MATURE SEEDS,RAW",8.54,446,36.49,19.94,4.87,30.16,9.3,7.33,277,15.7,280,704,1797,2,4.89,1.658,2.517,17.8,6,0.874,0.87,1.623,0.793,0.377,375,0,375,375,115.9,0,22,1,0,0,13,0,0,0,0.85,0,0,47,2.884,4.404,11.255,0
1033,"SOYBEANS,MATURE CKD,BLD,WO/SALT",62.55,172,18.21,8.97,1.91,8.36,6,3,102,5.14,86,245,515,1,1.15,0.407,0.824,7.3,1.7,0.155,0.285,0.399,0.179,0.234,54,0,54,54,47.5,0,9,0,0,0,5,0,0,0,0.35,0,0,19.2,1.297,1.981,5.064,0
1034,"SOYBEANS,MATURE SEEDS,RSTD,SALTED",1.95,469,38.55,25.4,3.88,30.22,17.7,4.2,138,3.9,145,363,1470,163,3.14,0.828,2.158,19.1,2.2,0.1,0.145,1.41,0.453,0.208,211,0,211,211,124.3,0,200,10,0,0,120,0,0,0,0.91,0,0,50.4,3.674,5.61,14.339,0
1035,"SOYBEANS,MATURE SEEDS,DRY RSTD",0.8,449,43.32,21.62,5.28,28.98,8.1,,140,3.95,228,649,1364,2,4.77,1.079,2.184,19.3,4.6,0.427,0.755,1.056,0.473,0.225,205,0,205,205,,0,0,0,0,,,,,,,0,0,37,3.127,4.776,12.207,0
1036,"MISO",43.02,198,12.79,6.01,12.81,25.37,5.4,6.2,57,2.49,48,159,210,3728,2.56,0.42,0.859,7,0,0.098,0.233,0.906,0.337,0.199,19,0,19,19,72.2,0.08,87,4,0,0,52,0,0,0,0.01,0,0,29.3,1.025,1.118,2.884,0
1037,"NATTO",55.02,211,19.4,11,1.9,12.68,5.4,4.89,217,8.6,115,174,729,7,3.03,0.667,1.528,8.8,13,0.16,0.19,0,0.215,0.13,8,0,8,8,57,0,0,0,0,0,0,0,0,0,0.01,0,0,23.1,1.591,2.43,6.21,0
1038,"TEMPEH",59.65,192,20.29,10.8,1.62,7.64,,,111,2.7,81,266,412,9,1.14,0.56,1.3,0,0,0.078,0.358,2.64,0.278,0.215,24,0,24,24,,0.08,0,0,0,,,,,,,0,0,,2.539,3.205,4.3,0
1039,"SOY FLOUR,FULL-FAT,RAW",5.16,434,37.81,20.65,4.46,31.92,9.6,7.5,206,6.37,429,494,2515,13,3.92,2.92,2.275,7.5,0,0.581,1.16,4.32,1.59,0.461,345,0,345,345,190.6,0,120,6,0,0,72,0,0,0,1.95,0,0,70,2.987,4.561,11.657,0
1040,"SOY FLR,FULL-FAT,RSTD",3.81,439,38.09,21.86,5.86,30.38,9.7,7.61,188,5.82,369,476,2041,12,3.58,2.221,2.077,7.5,0,0.412,0.941,3.286,1.209,0.351,227,0,227,227,,0,122,6,0,0,73,0,0,0,1.98,0,0,71,3.162,4.829,12.341,0
1041,"SOY FLOUR,DEFATTED",7.25,327,51.46,1.22,6.15,33.92,17.5,16.42,241,9.24,290,674,2384,20,2.46,4.065,3.018,1.7,0,0.698,0.253,2.612,1.995,0.574,305,0,305,305,11.3,0,40,2,0,0,24,0,0,0,0.12,0,0,4.1,0.136,0.208,0.533,0
1042,"SOY FLOUR,LOW-FAT",4.61,372,49.81,8.9,6.04,30.63,16,9.33,285,8.2,285,675,2090,9,4.1,1.6,3.15,58.9,0,1.088,0.28,2.95,1.55,1.05,289,0,289,289,191.7,0,40,2,0,0,24,0,0,0,0.55,0,0,3.9,1.29,1.46,4.215,0
1043,"SOY MEAL,DEFATTED,RAW",6.94,337,49.2,2.39,5.58,35.89,,,244,13.7,306,701,2490,3,5.06,2,3.8,3.3,0,0.691,0.251,2.587,1.976,0.569,303,0,303,303,,0,40,2,0,,,,,,,0,0,,0.268,0.409,1.045,0
1044,"SOYMILK,ORIGINAL & VANILLA,UNFORTIFIED",88.05,54,3.27,1.75,0.65,6.28,0.6,3.99,25,0.64,25,52,118,51,0.12,0.128,0.223,4.8,0,0.06,0.069,0.513,0.373,0.077,18,0,18,18,23.6,0,3,0,0,0,2,0,0,0,0.11,0,0,3,0.205,0.401,0.961,0
1045,"SOY PROT CONC,PRODUCED BY ALCOHOL EXTRACTION",5.8,328,63.63,0.46,4.7,25.41,5.5,20,363,10.78,315,839,2202,3,4.4,0.976,4.19,0.8,0,0.316,0.142,0.716,0.057,0.134,340,0,340,340,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0.079,0.201,0
1046,"SOY PROTEIN ISOLATE",4.98,335,88.32,3.39,3.58,0,0,0,178,14.5,39,776,81,1005,4.03,1.599,1.493,0.8,0,0.176,0.1,1.438,0.06,0.1,176,0,176,176,190.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422,0.645,1.648,0
1047,"SOY SAU MADE FROM SOY&WHEAT (SHOYU)",71.15,53,8.14,0.57,15.21,4.93,0.8,0.4,33,1.45,74,166,435,5493,0.87,0.043,1.018,0.5,0,0.033,0.165,2.196,0.297,0.148,14,0,14,14,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0.088,0.263,0
1048,"SOY SAU MADE FROM SOY (TAMARI)",66,60,10.51,0.1,17.82,5.57,0.8,1.7,20,2.38,40,130,212,5586,0.43,0.135,0.499,0.8,0,0.059,0.152,3.951,0.376,0.2,18,0,18,18,38.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.017,0.044,0
1049,"SOY SAU MADE FROM HYDROLYZED VEG PROT",68.02,60,7,0.51,16.63,7.84,0.5,1.3,17,0.33,29,94,447,6820,0.23,0.041,0.1,0.8,0,0.042,0.109,2.828,0.269,0.143,13,0,13,13,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.06,0.147,0
1050,"TOFU,FIRM,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)",82.93,78,9.04,4.17,1.01,2.85,0.9,0.6,201,1.61,37,121,148,12,0.83,0.213,0.625,9.9,0.2,0.06,0.063,0.101,0.11,0.071,19,0,19,19,28.1,0,0,0,0,0,0,0,0,0,0.01,0,0,2.4,0.793,1.127,1.649,0
1051,"TOFU,SOFT,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)",87.26,61,7.17,3.69,0.7,1.18,0.2,0.7,111,1.11,27,92,120,8,0.64,0.157,0.389,8.9,0.2,0.047,0.037,0.535,0.051,0.052,44,0,44,44,27.4,0,7,0,0,0,4,0,0,0,0.01,0,0,2,0.533,0.814,2.081,0
1052,"TOFU,DRIED-FROZEN (KOYADOFU)",5.78,477,52.47,30.34,1.38,10.03,7.2,,364,9.73,59,483,20,6,4.9,1.179,3.689,54.3,0.7,0.494,0.317,1.189,0.415,0.286,92,0,92,92,,0,518,26,0,,,,,,,0,0,,4.388,6.701,17.128,0
1053,"TOFU,FRIED",50.52,270,18.82,20.18,1.62,8.86,3.9,2.72,372,4.87,60,287,146,16,1.99,0.398,1.495,28.5,0,0.17,0.05,0.1,0.14,0.099,27,0,27,27,106.3,0,27,1,0,0,16,0,0,0,0.04,0,0,7.8,2.918,4.456,11.39,0
1054,"OKARA",81.64,76,3.52,1.73,0.88,12.23,,,80,1.3,26,60,213,9,0.56,0.2,0.404,10.6,0,0.02,0.02,0.1,0.088,0.115,26,0,26,26,,0,0,0,0,,,,,,,0,0,,0.193,0.295,0.755,0
1055,"TOFU,SALTED&FERMENTED (FUYU)",70.01,116,8.92,8,8.69,4.38,,,46,1.98,52,73,75,2873,1.56,0.376,1.174,17.3,0.2,0.157,0.101,0.379,0.132,0.091,29,0,29,29,,0,0,0,0,,,,,,,0,0,,1.157,1.767,4.516,0
1056,"YARDLONG BNS,MATURE SEEDS,RAW",8.43,347,24.33,1.31,4.03,61.91,11,,138,8.61,338,559,1157,17,3.5,0.879,1.59,8.2,1.6,0.887,0.235,2.158,1.556,0.371,658,0,658,658,,0,52,3,0,,,,,,,0,0,,0.339,0.114,0.565,0
1057,"YARDLONG BNS,MATURE SEEDS,CKD,BLD,WO/SALT",68.8,118,8.29,0.45,1.37,21.09,3.8,,42,2.64,98,181,315,5,1.08,0.225,0.487,2.8,0.4,0.212,0.064,0.551,0.398,0.095,146,0,146,146,,0,0,0,0,,,,,,,0,0,,0.116,0.039,0.193,0
1058,"WINGED BNS,MATURE SEEDS,RAW",8.34,409,29.65,16.32,3.98,41.71,25.9,,440,13.44,179,451,977,38,4.48,2.88,3.721,8.2,0,1.03,0.45,3.09,0.795,0.175,45,0,45,45,,0,0,0,0,0,0,0,0,0,,0,0,,2.303,6.012,4.33,0
1059,"WINGED BNS,MATURE SEEDS,CKD,BLD,WO/ SALT",67.19,147,10.62,5.84,1.43,14.94,,,142,4.33,54,153,280,13,1.44,0.773,1.199,2.9,0,0.295,0.129,0.83,0.156,0.047,10,0,10,10,,0,0,0,0,,,,,,,0,0,,0.825,2.153,1.551,0
1060,"HUMMUS,HOME PREP",64.87,177,4.86,8.59,1.56,20.12,4,0.27,49,1.56,29,110,173,242,1.09,0.224,0.567,2.4,7.9,0.089,0.052,0.399,0.287,0.399,59,0,59,59,27.8,0,5,0,0,0,2,2,0,1,0.75,0,0,3,1.141,4.865,2.109,0
1061,"FALAFEL,HOME-PREPARED",34.62,333,13.31,17.8,2.43,31.84,,,54,3.42,82,192,585,294,1.5,0.258,0.691,1,1.6,0.146,0.166,1.044,0.292,0.125,93,15,78,104,,0,13,1,0,,,,,,,0,0,,2.383,10.171,4.16,0
1062,"SOYMILK,ORIGINAL & VANILLA,W/ ADDED CA,VITAMINS A & D",90.36,43,2.6,1.47,0.65,4.92,0.2,3.65,123,0.42,15,43,122,47,0.26,0.165,0.062,2.3,0,0.029,0.184,0.425,0.104,0.031,9,0,9,9,23.6,0.85,185,55,55,0,2,0,0,0,0.11,1.1,43,3,0.205,0.382,0.858,0
1063,"LENTILS,PINK OR RED,RAW",7.82,358,23.91,2.17,3,63.1,10.8,,48,7.39,59,294,668,7,3.6,1.303,1.716,0,1.7,0.51,0.106,1.495,0.348,0.403,204,0,204,204,,0,58,3,0,0,35,0,,,,0,0,,0.379,0.5,1.137,0
1064,"BEANS,KIDNEY,RED,MATURE SEEDS,CND,DRND SOL",68.11,124,7.98,1.05,1.36,21.49,5.5,3.8,57,1.5,30,121,277,231,0.75,0.272,0.384,1.6,0.2,0.067,0.016,0.46,,,28,0,28,28,,0,,,,0,0,0,0,0,,0,0,,0.181,0.029,0.193,0
1065,"BEANS,PINTO,CND,DRND SOL",70.6,114,6.99,0.9,1.3,20.22,5.5,0.54,63,1.33,32,101,274,239,0.61,0.259,0.383,,0.1,0.052,0.019,0.272,,,24,0,24,24,,0,,,,0,0,0,0,0,,0,0,,0.158,0.153,0.273,0
1066,"VEGGIE BURGERS OR SOYBURGERS  UNPREP",61.21,177,15.7,6.3,2.52,14.27,4.9,1.07,136,2.41,56,206,333,569,1.26,0.2,0.951,22.6,4.5,2.651,0.244,3.753,0.289,0.303,124,0,124,124,19.4,2.01,16,1,0,0,10,0,0,0,0.23,0,0,4.2,1.44,1.778,2.023,5
1067,"PEANUT SPRD,RED SUGAR",1.93,650,24.8,54.89,4.15,14.23,7.8,6.35,72,2.84,164,350,818,292,3.51,0.76,1.979,9.1,0,0.116,0.122,16.385,1.229,0.471,144,0,144,144,67.4,0,0,0,0,0,0,0,0,0,8.06,0,0,0.6,10.22,26.997,16.266,0
1068,"PEANUT BUTTER,SMOOTH,RED FAT",1.2,520,25.9,34,3.25,35.65,5.2,9.28,35,1.9,170,369,669,540,2.8,0.58,1.475,7.5,0,0.27,0.06,14.6,1.066,0.31,60,0,60,60,63.4,0,0,0,0,0,0,0,0,0,9.04,0,0,0.6,5.76,16.156,9.182,0
1069,"PEANUT BUTTER,SMOOTH,VIT & MINERAL FORT",1.47,591,25.72,50.81,3.25,18.75,5.6,10.47,43,16.6,355,368,667,420,14.4,1.64,,7.5,0,0.083,0.105,13.369,,2.23,373,239,134,540,63.3,0,3907,1172,1172,0,0,0,0,0,43.2,0,0,0.6,10.125,24.832,13.847,0
1070,"PEANUT BUTTER,CHUNKY,VITAMIN&MINERAL FORT",1.48,593,26.06,51.47,3.3,17.69,5.7,10.94,45,17.5,370,316,744,366,15.1,1.77,,7.5,0,0.125,0.112,13.64,,2.52,313,221,92,467,61.1,0,3907,1172,1172,0,0,0,0,0,43.2,0,0,0.5,7.972,24.366,14.648,0
1071,"CHICKPEA FLOUR (BESAN)",10.28,387,22.39,6.69,2.82,57.82,10.8,10.85,45,4.86,166,318,846,64,2.81,0.912,1.6,8.3,0,0.486,0.106,1.762,0.606,0.492,437,0,437,437,,0,41,2,0,0,25,0,0,0,0.83,0,0,9.1,0.693,1.504,2.983,0
1072,"HUMMUS,COMMERCIAL",66.59,166,7.9,9.6,1.66,14.29,6,,38,2.44,71,176,228,379,1.83,0.527,0.773,2.6,0,0.18,0.064,0.582,0.132,0.2,83,0,83,83,,0,30,,,,,,,,,0,0,,1.437,4.039,3.613,0
1073,"TOFU,EX FIRM,PREP W/NIGARI",82.31,83,9.98,5.26,1.28,1.18,1,0.71,282,2.04,35,111,130,4,1.07,0.2,0.666,13,0,0.048,0.048,0.241,0.844,0.083,9,0,9,9,33,0,0,0,0,0,0,0,0,0,0.01,0,0,2.8,0.919,1.318,2.657,0
1074,"TOFU,HARD,PREP W/NIGARI",71.12,145,12.68,9.99,1.82,4.39,0.6,,345,2.75,53,231,146,2,1.66,0.328,1.052,16.8,0.3,0.042,0.077,0.639,0.037,0.039,22,0,22,22,,0,,,,,,,,,,0,0,,1.445,2.205,5.638,0
1075,"MORI-NU,TOFU,SILKEN,SOFT",89,55,4.8,2.7,0.6,2.9,0.1,1.31,31,0.82,29,62,180,5,0.52,0.207,,,0,0.1,0.04,0.3,,0.011,,,,,,0,0,0,0,,,,,,,,,,0.357,0.522,1.55,0
1076,"MORI-NU,TOFU,SILKEN,FIRM",87.4,62,6.9,2.7,0.6,2.4,0.1,1.27,32,1.03,27,90,194,36,0.61,0.203,,,0,0.101,0.041,0.247,,0.011,,,,,,0,0,0,0,,,,,,,,,,0.406,0.539,1.485,0
1077,"MORI-NU,TOFU,SILKEN,EX FIRM",88.1,55,7.4,1.9,0.6,2,0.1,0.99,31,1.19,27,100,154,63,0.6,0.2,,,0,0.079,0.034,0.235,,0.011,,,,,,0,0,0,0,,,,,,,,,,0.3,0.345,1.061,0
1078,"MORI-NU,TOFU,SILKEN,LITE FIRM",91.4,37,6.3,0.8,0.4,1.1,0,0.45,36,0.75,10,81,63,85,0.33,0.121,,,0,0.04,0.02,0.11,,0,,,,,,0,0,0,0,,,,,,,,,,0.133,0.136,0.449,0
1079,"MORI-NU,TOFU,SILKEN,LITE EX FIRM",90.9,38,7,0.7,0.4,1,0,0.42,43,0.79,10,83,57,98,0.26,0.129,,,0,0.03,0.02,0.11,,0,,,,,,0,0,0,0,,,,,,,,,,0.116,0.118,0.395,0
1080,"SOYMILK,CHOC,UNFORTIFIED",85.61,63,2.26,1.53,0.65,9.95,0.4,7.86,25,0.48,15,51,143,53,0.34,0.206,,4.8,1.7,0.022,0.262,0.513,0.089,0.077,11,0,11,11,23.6,0.7,3,0,0,0,2,0,0,0,0.01,0,0,3,0.24,0.379,0.836,0
1081,"USDA CMDTY,PNUT BUTTER,SMOOTH",1.55,588,21.93,49.54,3,23.98,5.7,6.5,54,2.16,179,335,592,476,2.67,0.571,1.361,40.4,0,0.107,0.105,13.16,1.044,0.551,35,0,35,35,65.7,0,0,0,0,0,0,0,0,0,5.94,0,0,0,9.519,20.726,11.331,0
1082,"SOYMILK,CHOC,W/ ADDED CA,VITAMINS A & D",85.61,63,2.26,1.53,0.65,9.95,0.4,7.86,126,0.48,15,51,143,53,0.34,0.206,,4.8,1.7,0.022,0.262,0.513,0.089,0.077,11,0,11,11,23.6,0.7,235,70,70,0,2,0,0,0,0.11,1,40,3,0.24,0.379,0.836,0
1083,"REFRIED BNS,CND,VEGETARIAN",78.39,83,5.28,0.87,1.95,13.5,4.7,0.59,35,1.7,38,114,344,430,0.74,0.171,0.332,5.6,,0.04,0.015,0.37,0.175,0.107,,,,,,,,,,,,,,,0.09,,,,0.142,0.206,0.471,0
1084,"REFRIED BNS,CND,FAT-FREE",78.69,79,5.34,0.45,2.01,13.5,4.7,0.61,34,1.62,38,111,344,438,0.65,0.163,0.326,5.7,0.9,0.03,0.015,0.362,0.195,0.113,57,0,57,57,20.3,0,0,0,0,0,0,0,0,0,0.04,0,0,2,0.093,0.044,0.287,0
1085,"FRIJOLES ROJOS VOLTEADOS (REFRIED BNS,RED,CANNED)",70.71,144,5,6.93,1.89,15.47,4.7,,33,1.95,36,91,310,375,0.7,0.22,0.295,3.5,,0.027,0.017,0.64,0.175,0.085,5,,5,,,,,,,,,,,,1.04,,,,0.926,1.676,4.379,0
1086,"TEMPEH,CKD",59.56,195,19.91,11.38,1.53,7.62,,,96,2.13,77,253,401,14,1.57,0.54,1.285,0,,0.054,0.357,2.135,0.453,0.199,21,0,21,21,,0.14,,,,,,,,,,0,0,,3.4,3.745,2.638,0
1087,"CAMPBELL'S BRN SUGAR&BACON FLAV BKD BNS",69.4,123,3.85,1.92,1.75,23.08,6.2,10,31,1.11,,,,362,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0.385,,,4
1088,"CAMPBELL'S PORK & BNS",73.7,108,4.62,1.15,1.3,19.23,5.4,6.15,31,1.11,,,,338,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0.385,,,4
1089,"PACE,TRADITIONAL REFRIED BNS",82.7,67,4.17,0,2.3,10.83,4.2,2.5,33,0.9,,,,575,,,,,0,,,,,,,,,,,,83,,,,,,,,,,,,0,,,0
1090,"PACE,SALSA REFRIED BNS",82.2,60,3.33,0,2.8,11.67,3.3,3.33,33,0.9,,,,492,,,,,0,,,,,,,,,,,,83,,,,,,,,,,,,0,,,0
1091,"PACE,SPICY JALAPENO REFRIED BNS",82.4,63,4.17,0,1.77,11.67,4.2,3.33,33,0.9,,,,492,,,,,0,,,,,,,,,,,,83,,,,,,,,,,,,0,,,0
1092,"VITASOY USA,NASOYA LITE FIRM TOFU",87.1,54,8.3,1.7,1.6,1.3,0.6,0.2,184,1.6,,181,,34,,,,,,,,,,,,,,,,2.36,1902,95,,,,,,,5.22,3.9,157,,0.2,0.3,1.2,0
1093,"VITASOY USA,ORGANIC NASOYA SUPER FIRM CUBED TOFU",77,118,12.4,6.3,1.5,2.8,2,0.6,188,2,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.3,3.8,0
1094,"VITASOY USA,ORGANIC NASOYA EX FIRM TOFU",80.9,98,10.1,5.2,1.2,2.6,1.3,0.4,77,1.6,,,,4,,,,,,,,,,,,,,,,,37,2,,,,,,,,,,,0.7,1.4,3.1,0
1095,"VITASOY USA,ORGANIC NASOYA FIRM TOFU",83.4,84,8.9,4.4,1,2.3,0.8,0.3,125,1.2,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.2,2.7,0
1096,"VITASOY USA  ORGANIC NASOYA SILKEN TOFU",90.5,47,4.8,2.5,0.8,1.4,0.3,0.2,75,0.9,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.6,1.3,0
1097,"VITASOY USA,VITASOY ORGANIC CREAMY ORIGINAL SOYMILK",90.27,44,2.9,1.6,0.73,4.5,0.4,2,127,0.4,16,,131,66,0.37,,,,,0.06,0.15,,,,18,,18,,,0.39,129,,,,,,,,,0.9,35,,0.2,0.4,1,0
1098,"VITASOY USA,VITASOY ORGANIC CLASSIC ORIGINAL SOYMILK",89.76,47,3.2,1.8,0.74,4.5,0.4,2,17,0.44,,,156,66,,,,,,,,,,,17,,17,,,,,,,,,,,,,,,,0.21,0.5,1.1,0
1099,"VITASOY USA,VITASOY LT VANILLA SOYMILK",92.74,30,1.6,0.82,0.74,4.1,0.1,2.9,123,0.3,10,,82,49,0.37,,,,,0.02,0.14,,,,10,,10,,,0.37,124,,,,,,,,,0.8,33,,0.18,0.2,0.4,0
1100,"SOYMILK (ALL FLAVORS),UNSWTND,W/ ADDED CA,VITAMINS A & D",93.14,33,2.86,1.61,0.64,1.74,0.5,0.41,124,0.46,16,32,120,37,,0.082,,,0,0.154,0.207,0.165,0.082,0.049,,,,,,1.11,207,,,,,,,,,1.2,49,,0.206,0.392,1.009,0
1101,"SOYMILK (ALL FLAVORS),ENHANCED",90.98,45,2.94,1.99,0.64,3.45,0.4,2.53,140,0.49,,,141,50,0.24,0.123,,2.3,7.2,0.062,0.199,3.292,,0.233,32,,32,,,1.08,393,,,,,,,,2.52,1.2,47,,0.206,0.412,1.19,0
1102,"SOYMILK,ORIGINAL & VANILLA,LT,W/ ADDED CA,VITAMINS A & D",92.69,30,2.38,0.77,0.64,3.51,0.3,2.61,123,0.43,15,87,117,48,0.23,0.086,,2.3,0,0.037,0.201,0.222,,0.016,9,0,9,9,12.3,1,204,61,61,0,1,0,0,0,0.06,1.2,47,1.6,0.005,0.202,0.426,0
1103,"SOYMILK,CHOC & OTHER FLAVORS,LT,W/ ADDED CA,VITAMINS A & D",88.38,47,2.1,0.64,0.64,8.24,0.7,7.13,123,0.59,15,87,144,46,0.23,0.199,0.074,1.7,0,0.037,0.201,0.512,0.125,0.037,9,0,9,9,28.4,1,206,61,61,0,2,0,0,0,0.13,1.2,47,3.6,0.032,0.037,0.405,0
1104,"SOYMILK,ORIGINAL & VANILLA,LT,UNSWTND,W/ ADDED CA,VIT A & D",92.03,34,2.62,0.85,0.64,3.85,0.6,0.41,123,0.46,13,103,117,63,0.1,,,,0,,0.174,,,,7,,7,,,0.23,206,,,,,,,,,1,41,,0.078,0.263,0.558,0
1105,"SOYMILK (ALL FLAVORS),LOWFAT,W/ ADDED CA,VITAMINS A & D",89.89,43,1.65,0.62,0.64,7.2,0.8,3.5,82,0.44,,62,64,37,,,,,0,,,,,,,,,,,0,206,62,,,,,,,,1,41,,0,0.206,0.412,0
1106,"SOYMILK (ALL FLAVORS),NONFAT,W/ ADDED CA,VITAMINS A & D",92.67,28,2.47,0.04,0.64,4.14,0.2,3.65,116,0.35,10,87,105,57,0.1,0.125,,1.8,0,0.022,0.174,0.323,,0.024,7,0,7,7,17.9,0.23,206,61,61,0,1,0,0,0,0.08,1,41,2.3,0,0,0.036,0
1107,"SOYMILK,CHOC,NONFAT,W/ ADDED CA,VITAMINS A & D",88.38,44,2.47,0.04,0.64,8.51,0.2,3.65,116,0.35,10,87,105,57,0.1,0.199,,1.7,0,0.037,0.174,0.512,,0.037,7,0,7,7,28.4,0.23,206,61,61,0,2,0,0,0,0.13,1,41,3.6,0,0,0.036,0
1108,"SILK PLN,SOYMILK",91.53,41,2.88,1.65,0.65,3.29,0.4,2.47,123,0.44,16,,123,49,0.25,,,2.3,0,,0.21,,,,10,,10,,,1.23,206,,,,,,,,,1.2,49,,0.206,,,0
1109,"SILK VANILLA,SOYMILK",91.32,41,2.47,1.44,0.65,4.12,0.4,2.88,123,0.44,16,,123,39,0.25,,,2.3,0,,0.21,,,,10,,10,,,1.23,206,,,,,,,,,1.2,49,,0.206,,,0
1110,"SILK CHOC,SOYMILK",86.39,58,2.06,1.44,0.65,9.47,0.8,7.82,123,0.59,16,,144,41,0.25,,,1.7,0,,0.21,,,,10,,10,,,1.23,206,,,,,,,,,1.2,49,,0.206,,,0
1111,"SILK LT PLN,SOYMILK",92.77,29,2.47,0.82,0.64,3.29,0.4,2.47,123,0.44,16,,123,49,0.25,,,2.3,0,,0.21,,,,10,,10,,,1.23,206,,,,,,,,,1.2,49,,0,,,0
1112,"SILK LT VANILLA,SOYMILK",91.95,33,2.47,0.82,0.64,4.12,0.4,2.88,123,0.44,16,,123,39,0.25,,,2.3,0,,0.21,,,,10,,10,,,1.23,206,,,,,,,,,1.2,49,,0,,,0
1113,"SILK LT CHOC,SOYMILK",87.63,49,2.06,0.62,0.64,9.05,0.8,7.82,123,0.59,16,,144,41,0.25,,,1.7,0,,0.21,,,,10,,10,,,1.23,206,,,,,,,,,1.2,49,,0,,,0
1114,"SILK PLUS OMEGA-3 DHA,SOYMILK",91.13,45,2.88,2.06,0.64,3.29,0.4,2.47,144,0.44,16,,144,49,0.25,,,2.3,0,,0.21,,,,10,,10,,,1.23,412,,,,,,,,,1.2,49,,0.206,,,0
1115,"SILK PLUS FOR BONE HEALTH,SOYMILK",90.92,41,2.47,1.44,0.64,4.53,0.8,2.88,165,0.44,16,,123,39,0.25,,,2.3,0,,0.21,,,,10,,10,,,1.23,206,,,,,,,,,1.2,49,,0.206,,,0
1116,"SILK PLUS FIBER,SOYMILK",89.69,41,2.47,1.44,0.64,5.76,2.1,2.88,123,0.44,16,,123,39,0.25,,,2.3,0,,0.21,,,,10,,10,,,1.23,206,,,,,,,,,1.2,49,,0.206,,,0
1117,"SILK UNSWTND,SOYMILK",93.18,33,2.88,1.65,0.64,1.65,0.4,0.41,123,0.44,16,,123,35,0.25,,,2.3,0,,0.21,,,,10,,10,,,1.23,206,,,,,,,,,0,0,,0.206,,,0
1118,"SILK VERY VANILLA,SOYMILK",87.41,53,2.47,1.65,0.65,7.82,0.4,6.58,144,0.44,16,,123,58,0.62,,,2.3,8.6,,0.21,,,,10,,10,,,1.23,412,,,,,,,,,1.2,49,,0.206,,,0
1119,"SILK NOG,SOYMILK",82.96,74,2.46,1.64,0.65,12.3,0,9.84,16,0.3,0,,123,61,0,,,0,0,,0,,,,0,,0,,,0,0,,,,,,,,,0,0,,0,,,0
